transaction_id,timestamp,customer_id,merchant_type,merchant_name,amount
156150b6-5628-462a-82e2-da43541445e3,2023-01-01T00:59:27Z,cust_25,Car Rental,Merchant 62,163.24
45d8903c-82b8-443b-8bfa-a8e298dd8352,2023-01-01T01:56:44Z,cust_43,Contracted Services,Merchant 4,520.6
4738a954-89b3-4f47-916e-3fba5b7d0113,2023-01-01T02:42:23Z,cust_36,Clothing Stores,Merchant 67,283.91
418dbe8e-1f4d-4173-b808-d267845ac5c6,2023-01-01T03:27:15Z,cust_34,Government Services,Merchant 13,91.8
d3df4468-4463-4a64-aa35-229c6272ab0b,2023-01-01T04:33:11Z,cust_19,Transportation Services,Merchant 45,92.26
00554bc2-4468-4417-9fb2-d28180dd5182,2023-01-01T05:25:13Z,cust_17,Professional Services and Membership Organizations,Merchant 5,583.23
8210fdf3-9e5a-491d-8a9b-4e96b53a2d91,2023-01-01T06:19:40Z,cust_46,Business Services,Merchant 50,232.68
76d9d30b-f91c-4768-9dc2-26b5b279ce49,2023-01-01T07:22:51Z,cust_19,Transportation Services,Merchant 3,91.9
5bcc2425-284d-411a-b6ad-42ca0b1c7850,2023-01-01T08:45:14Z,cust_43,Government Services,Merchant 93,1235.48
ac4bdf99-5a5c-4237-a076-0f1cdd66980b,2023-01-01T09:31:26Z,cust_32,Retail Outlet Services,Merchant 81,443.98
c1661ab6-7ecb-4293-8500-aec14012b63c,2023-01-01T10:52:45Z,cust_12,Business Services,Merchant 82,614.64
8309bf6a-2fa8-4900-8496-d8786be3c5fe,2023-01-01T11:58:07Z,cust_24,Agricultural Services,Merchant 69,364.97
242628b9-b1d2-4c02-a35a-82bfdedc289b,2023-01-01T13:03:10Z,cust_40,Clothing Stores,Merchant 48,446.37
7b7695e6-8ce0-48bc-a137-5426e0ed6afe,2023-01-01T14:07:29Z,cust_31,Lodging,Merchant 18,51.35
b46b6ebc-a7d9-43d4-aa25-0adfa2c3b5f2,2023-01-01T15:22:09Z,cust_47,Transportation Services,Merchant 12,861.42
6c37f907-9cbf-4d7f-a9a3-8ccf71618a8a,2023-01-01T16:42:42Z,cust_18,Miscellaneous Stores,Merchant 51,799.05
426c7290-f83e-496b-8f30-9af721950316,2023-01-01T17:32:25Z,cust_30,Transportation Services,Merchant 59,221.28
d1081ec9-1e77-4986-8516-d69f93ba9140,2023-01-01T18:53:00Z,cust_28,Government Services,Merchant 49,591.19
1f9db3d2-ea5c-4c08-96fb-8b7cc0383417,2023-01-01T20:10:15Z,cust_31,Utility Services,Merchant 86,401.65
eebd2d60-b611-4a0f-b56e-037308b1a5e2,2023-01-01T21:01:06Z,cust_23,Airlines,Merchant 41,23.38
77842d60-fca7-4be4-9302-345b20aa0108,2023-01-01T22:15:37Z,cust_6,Retail Outlet Services,Merchant 33,113.6
b6b77d07-99c4-486e-979d-ba2b4f9685a4,2023-01-01T23:28:10Z,cust_28,Government Services,Merchant 68,736.88
e482813b-675c-4b63-baa6-a28708ace207,2023-01-02T00:27:44Z,cust_18,Airlines,Merchant 94,22.2
0877c48d-4ecb-4118-a2c3-373ce144b09f,2023-01-02T01:40:56Z,cust_44,Contracted Services,Merchant 10,284.26
18763b09-74fd-44b0-bcb9-165c7ee87d9a,2023-01-02T02:33:48Z,cust_28,Lodging,Merchant 17,382.63
4853db06-0d46-4535-89b4-872ca0426c8c,2023-01-02T03:18:27Z,cust_8,Utility Services,Merchant 32,228.87
0ad5c145-3135-47cc-9cfb-3459047d0098,2023-01-02T04:21:48Z,cust_23,Contracted Services,Merchant 57,703.01
c2e3e226-a9e6-4acf-96c8-ef8a817c3c39,2023-01-02T05:29:24Z,cust_44,Agricultural Services,Merchant 73,64.71
95209f42-a15e-4c38-92e1-c270fbdbdf22,2023-01-02T06:12:09Z,cust_42,Government Services,Merchant 60,46.22
aa4e0377-2daf-45d5-b754-732c791ed069,2023-01-02T07:22:22Z,cust_25,Transportation Services,Merchant 59,237.46
133f20cd-379c-45fd-961a-0ba16378e4b2,2023-01-02T08:06:54Z,cust_42,Clothing Stores,Merchant 67,379.69
bde8a1ec-ca8f-41c9-8938-aebd6e4153e7,2023-01-02T09:22:02Z,cust_44,Clothing Stores,Merchant 64,668.91
1bb28c84-e19c-481a-9440-0160e5d6f73c,2023-01-02T10:25:05Z,cust_26,Contracted Services,Merchant 78,85.17
5a004b62-78fa-417d-9f8d-0cc3ef64e965,2023-01-02T11:27:44Z,cust_48,Business Services,Merchant 50,374.69
5ed5f15b-3069-4f7b-8e6e-9681c859977c,2023-01-02T12:11:44Z,cust_14,Contracted Services,Merchant 57,871.95
ac411d6a-09dc-4503-9d36-3543e70cdd8c,2023-01-02T13:35:57Z,cust_6,Car Rental,Merchant 52,139.7
6861b342-4eed-4a58-bc17-476c542075ab,2023-01-02T15:00:43Z,cust_48,Airlines,Merchant 94,18.59
f808f749-ac64-4aef-80e8-7fe9a18d0d31,2023-01-02T15:52:46Z,cust_0,Agricultural Services,Merchant 27,610.17
fb275591-ab29-4eb1-82b3-a8a408964772,2023-01-02T17:05:34Z,cust_34,Professional Services and Membership Organizations,Merchant 47,247.88
2c3b4c68-0dee-4ea1-8652-71f570b7c940,2023-01-02T18:09:22Z,cust_18,Miscellaneous Stores,Merchant 1,231.09
9f79ea8d-a70b-4fcf-9aff-35c9b43b517d,2023-01-02T19:06:31Z,cust_47,Contracted Services,Merchant 36,48.39
f5d7b06b-134a-4e88-86e4-f72ebc0bd83d,2023-01-02T20:13:27Z,cust_2,Professional Services and Membership Organizations,Merchant 40,440.88
341dc669-69ea-46ad-9c2f-7f8af02c866c,2023-01-02T21:18:58Z,cust_26,Contracted Services,Merchant 95,825.54
