timestamp,name,value,unit,instrument
2023-01-01T00:00:00Z,withdrawal,793.51116,gallon,instr00000
2023-01-01T00:00:00Z,discharge,740.9195,gallon,instr00000
2023-01-01T00:00:00Z,withdrawal,989.31674,gallon,instr00001
2023-01-01T00:00:00Z,discharge,150.79035,gallon,instr00001
2023-01-01T00:00:00Z,withdrawal,594.90317,gallon,instr00002
2023-01-01T00:00:00Z,discharge,42.69614,gallon,instr00002
2023-01-01T00:00:00Z,withdrawal,832.97911,gallon,instr00003
2023-01-01T00:00:00Z,discharge,662.23822,gallon,instr00003
2023-01-01T00:00:00Z,withdrawal,144.47557,gallon,instr00004
2023-01-01T00:00:00Z,discharge,759.54482,gallon,instr00004
2023-01-01T01:00:00Z,withdrawal,47.24568,gallon,instr00000
2023-01-01T01:00:00Z,discharge,263.42197,gallon,instr00000
2023-01-01T01:00:00Z,withdrawal,781.90971,gallon,instr00001
2023-01-01T01:00:00Z,discharge,486.21315,gallon,instr00001
2023-01-01T01:00:00Z,withdrawal,320.51547,gallon,instr00002
2023-01-01T01:00:00Z,discharge,382.74943,gallon,instr00002
2023-01-01T01:00:00Z,withdrawal,688.63285,gallon,instr00003
2023-01-01T01:00:00Z,discharge,293.14997,gallon,instr00003
2023-01-01T01:00:00Z,withdrawal,21.5841,gallon,instr00004
2023-01-01T01:00:00Z,discharge,323.03965,gallon,instr00004
2023-01-01T02:00:00Z,withdrawal,31.08162,gallon,instr00000
2023-01-01T02:00:00Z,discharge,546.63426,gallon,instr00000
2023-01-01T02:00:00Z,withdrawal,49.23213,gallon,instr00001
2023-01-01T02:00:00Z,discharge,344.91716,gallon,instr00001
2023-01-01T02:00:00Z,withdrawal,351.31318,gallon,instr00002
2023-01-01T02:00:00Z,discharge,856.97776,gallon,instr00002
2023-01-01T02:00:00Z,withdrawal,224.43504,gallon,instr00003
2023-01-01T02:00:00Z,discharge,157.08793,gallon,instr00003
2023-01-01T02:00:00Z,withdrawal,967.57997,gallon,instr00004
2023-01-01T02:00:00Z,discharge,129.94108,gallon,instr00004
2023-01-01T03:00:00Z,withdrawal,494.82445,gallon,instr00000
2023-01-01T03:00:00Z,discharge,593.95451,gallon,instr00000
2023-01-01T03:00:00Z,withdrawal,664.8419,gallon,instr00001
2023-01-01T03:00:00Z,discharge,317.82238,gallon,instr00001
2023-01-01T03:00:00Z,withdrawal,460.42335,gallon,instr00002
2023-01-01T03:00:00Z,discharge,931.14724,gallon,instr00002
2023-01-01T03:00:00Z,withdrawal,285.70113,gallon,instr00003
2023-01-01T03:00:00Z,discharge,963.96698,gallon,instr00003
2023-01-01T03:00:00Z,withdrawal,903.01697,gallon,instr00004
2023-01-01T03:00:00Z,discharge,239.19633,gallon,instr00004
2023-01-01T04:00:00Z,withdrawal,136.32181,gallon,instr00000
2023-01-01T04:00:00Z,discharge,457.40427,gallon,instr00000
2023-01-01T04:00:00Z,withdrawal,78.0967,gallon,instr00001
2023-01-01T04:00:00Z,discharge,287.40893,gallon,instr00001
2023-01-01T04:00:00Z,withdrawal,941.66961,gallon,instr00002
2023-01-01T04:00:00Z,discharge,100.32102,gallon,instr00002
2023-01-01T04:00:00Z,withdrawal,441.6979,gallon,instr00003
2023-01-01T04:00:00Z,discharge,332.40902,gallon,instr00003
2023-01-01T04:00:00Z,withdrawal,180.6732,gallon,instr00004
2023-01-01T04:00:00Z,discharge,871.96294,gallon,instr00004
2023-01-01T05:00:00Z,withdrawal,59.51645,gallon,instr00000
2023-01-01T05:00:00Z,discharge,897.60608,gallon,instr00000
2023-01-01T05:00:00Z,withdrawal,687.57798,gallon,instr00001
